user_id,signup_time,country,platform_pref
140,2025-12-23 09:00:00,US,desktop
141,2025-12-22 03:00:00,DE,desktop
142,2025-11-07 08:00:00,US,web
143,2025-11-19 12:00:00,IN,web
144,2025-11-09 13:00:00,IN,web
145,2025-11-08 09:00:00,US,web
146,2025-10-28 05:00:00,JP,web
147,2025-11-26 15:00:00,US,web
148,2025-11-19 05:00:00,US,desktop
149,2025-10-29 16:00:00,US,web
150,2025-11-08 09:00:00,CA,web
151,2025-12-17 17:00:00,IN,desktop
152,2025-11-06 21:00:00,BR,desktop
153,2025-11-02 17:00:00,US,web
154,2025-11-19 02:00:00,US,web
155,2025-12-24 19:00:00,IN,desktop
156,2025-11-06 20:00:00,AU,web
157,2025-11-29 14:00:00,SG,web
158,2025-12-05 14:00:00,US,desktop
159,2025-11-06 03:00:00,BR,web
160,2025-12-03 08:00:00,SG,web
161,2025-11-12 18:00:00,IN,web
162,2025-11-27 23:00:00,AU,web
163,2025-11-27 16:00:00,US,web
164,2025-11-21 10:00:00,SG,desktop
165,2025-10-30 08:00:00,CA,web
166,2025-12-11 09:00:00,SG,web
167,2025-11-10 17:00:00,GB,web
168,2025-11-04 19:00:00,IN,desktop
169,2025-10-28 12:00:00,SG,web
170,2025-11-24 07:00:00,US,web
171,2025-11-30 06:00:00,IN,desktop
172,2025-10-27 16:00:00,GB,web
173,2025-11-20 20:00:00,CA,web
174,2025-11-05 22:00:00,SG,web
175,2025-11-28 14:00:00,US,web
176,2025-11-03 19:00:00,CA,web
177,2025-12-01 14:00:00,GB,desktop
178,2025-11-13 00:00:00,US,web
179,2025-12-19 13:00:00,IN,desktop
180,2025-11-01 04:00:00,US,web
181,2025-11-11 10:00:00,IN,web
182,2025-10-31 15:00:00,JP,web
183,2025-12-18 01:00:00,DE,desktop
184,2025-12-14 07:00:00,GB,web
185,2025-11-07 10:00:00,JP,desktop
186,2025-11-29 17:00:00,IN,web
187,2025-12-09 02:00:00,CA,web
188,2025-11-22 00:00:00,IN,web
189,2025-11-21 10:00:00,SG,web
190,2025-11-06 15:00:00,US,web
191,2025-10-30 17:00:00,SG,web
192,2025-12-16 15:00:00,US,desktop
193,2025-12-16 22:00:00,IN,web
194,2025-11-27 09:00:00,CA,desktop
195,2025-11-11 17:00:00,IN,web
196,2025-11-11 05:00:00,DE,web
197,2025-12-03 18:00:00,IN,desktop
198,2025-12-16 03:00:00,CA,web
199,2025-12-15 12:00:00,US,web
200,2025-12-07 23:00:00,US,desktop
201,2025-11-28 13:00:00,IN,desktop
202,2025-10-30 02:00:00,IN,web
203,2025-11-03 09:00:00,US,web
204,2025-12-16 05:00:00,IN,desktop
205,2025-11-25 00:00:00,IN,web
206,2025-10-27 22:00:00,US,desktop
207,2025-10-31 23:00:00,BR,web
208,2025-11-29 13:00:00,SG,web
209,2025-10-27 07:00:00,US,desktop
210,2025-11-02 18:00:00,BR,web
211,2025-11-22 13:00:00,DE,web
212,2025-12-01 09:00:00,IN,web
213,2025-11-28 16:00:00,GB,desktop
214,2025-11-05 08:00:00,IN,desktop
215,2025-12-02 05:00:00,IN,web
216,2025-11-06 10:00:00,US,web
217,2025-11-10 06:00:00,GB,desktop
218,2025-12-04 16:00:00,DE,desktop
219,2025-11-28 00:00:00,US,desktop
220,2025-12-12 21:00:00,IN,web
221,2025-11-28 04:00:00,JP,desktop
222,2025-11-23 08:00:00,IN,desktop
223,2025-10-30 17:00:00,IN,web
224,2025-11-12 23:00:00,SG,web
225,2025-11-07 20:00:00,GB,web
226,2025-11-06 01:00:00,BR,desktop
227,2025-12-23 10:00:00,CA,web
228,2025-11-14 05:00:00,SG,desktop
229,2025-12-15 07:00:00,IN,desktop
230,2025-11-27 03:00:00,IN,desktop
231,2025-12-08 17:00:00,IN,desktop
232,2025-11-19 10:00:00,JP,desktop
233,2025-11-24 04:00:00,GB,web
234,2025-11-19 14:00:00,US,desktop
235,2025-11-04 17:00:00,SG,web
236,2025-12-03 01:00:00,IN,desktop
237,2025-11-08 21:00:00,US,web
238,2025-10-28 10:00:00,BR,desktop
239,2025-11-28 12:00:00,IN,desktop
240,2025-11-03 03:00:00,SG,desktop
241,2025-12-20 21:00:00,US,web
242,2025-12-21 06:00:00,AU,web
243,2025-12-17 10:00:00,BR,desktop
244,2025-11-12 21:00:00,US,web
245,2025-10-27 23:00:00,JP,desktop
246,2025-12-19 03:00:00,IN,web
247,2025-11-15 14:00:00,IN,desktop
248,2025-12-22 00:00:00,IN,web
249,2025-12-22 22:00:00,SG,desktop
250,2025-12-12 02:00:00,IN,desktop
251,2025-11-09 13:00:00,US,web
252,2025-11-13 05:00:00,US,web
253,2025-12-12 17:00:00,IN,web
254,2025-11-10 00:00:00,CA,desktop
255,2025-11-03 05:00:00,IN,web
256,2025-11-22 05:00:00,US,desktop
257,2025-12-19 20:00:00,US,web
258,2025-12-01 15:00:00,IN,web
259,2025-11-23 04:00:00,SG,web
260,2025-10-31 16:00:00,IN,web
261,2025-11-26 09:00:00,JP,web
262,2025-12-24 20:00:00,IN,desktop
263,2025-11-02 17:00:00,US,desktop
264,2025-11-20 06:00:00,SG,web
265,2025-12-14 02:00:00,IN,desktop
266,2025-12-04 12:00:00,GB,desktop
267,2025-12-01 14:00:00,JP,web
268,2025-12-01 19:00:00,US,web
269,2025-11-12 18:00:00,US,web
270,2025-11-09 02:00:00,GB,web
271,2025-12-09 03:00:00,US,desktop
272,2025-12-09 04:00:00,US,desktop
273,2025-12-13 00:00:00,US,web
274,2025-12-17 03:00:00,US,web
275,2025-11-20 11:00:00,CA,desktop
276,2025-11-19 23:00:00,US,desktop
277,2025-12-08 09:00:00,IN,desktop
278,2025-11-28 22:00:00,DE,desktop
279,2025-12-01 20:00:00,IN,web
280,2025-12-08 19:00:00,US,desktop
281,2025-12-15 23:00:00,CA,desktop
282,2025-11-11 12:00:00,US,web
283,2025-11-13 22:00:00,CA,desktop
284,2025-10-31 13:00:00,SG,web
285,2025-11-24 22:00:00,IN,web
286,2025-10-28 04:00:00,BR,web
287,2025-11-17 03:00:00,IN,web
288,2025-11-22 13:00:00,IN,web
289,2025-11-08 09:00:00,SG,web
290,2025-11-24 16:00:00,SG,web
291,2025-10-28 09:00:00,IN,web
292,2025-10-28 06:00:00,DE,web
293,2025-12-10 15:00:00,SG,web
294,2025-11-12 00:00:00,JP,desktop
295,2025-11-01 16:00:00,IN,web
296,2025-11-20 20:00:00,IN,web
297,2025-12-06 08:00:00,US,desktop
298,2025-11-05 05:00:00,JP,desktop
299,2025-11-26 18:00:00,US,desktop
300,2025-10-30 12:00:00,BR,web
301,2025-10-29 02:00:00,US,web
302,2025-11-21 06:00:00,US,desktop
303,2025-11-22 21:00:00,IN,web
304,2025-11-27 08:00:00,JP,web
305,2025-12-03 21:00:00,US,web
306,2025-12-23 04:00:00,BR,desktop
307,2025-11-20 09:00:00,US,web
308,2025-11-10 22:00:00,US,desktop
309,2025-12-08 16:00:00,IN,desktop
310,2025-11-08 11:00:00,IN,web
311,2025-11-16 22:00:00,US,desktop
312,2025-10-30 15:00:00,IN,desktop
313,2025-10-28 02:00:00,US,desktop
314,2025-12-22 21:00:00,IN,web
315,2025-12-11 08:00:00,JP,desktop
316,2025-12-01 14:00:00,SG,web
317,2025-11-14 04:00:00,IN,desktop
318,2025-11-03 22:00:00,BR,web
319,2025-11-02 12:00:00,SG,web
320,2025-11-07 13:00:00,US,desktop
321,2025-11-22 19:00:00,AU,desktop
322,2025-12-02 14:00:00,SG,desktop
323,2025-11-29 15:00:00,US,web
324,2025-11-08 22:00:00,US,web
325,2025-12-21 12:00:00,JP,desktop
326,2025-12-04 16:00:00,BR,desktop
327,2025-11-22 22:00:00,US,desktop
328,2025-11-26 07:00:00,US,web
329,2025-11-15 20:00:00,IN,web
330,2025-11-06 01:00:00,GB,desktop
331,2025-11-12 04:00:00,GB,desktop
332,2025-12-05 05:00:00,JP,web
333,2025-10-27 11:00:00,US,desktop
334,2025-10-31 17:00:00,BR,web
335,2025-10-28 21:00:00,BR,web
336,2025-10-28 21:00:00,IN,web
337,2025-12-12 00:00:00,US,web
338,2025-12-01 16:00:00,JP,web
339,2025-11-18 10:00:00,AU,web
340,2025-10-31 09:00:00,IN,web
341,2025-11-19 18:00:00,DE,desktop
342,2025-11-18 13:00:00,US,web
343,2025-11-03 09:00:00,BR,web
344,2025-11-16 14:00:00,GB,web
345,2025-11-14 18:00:00,IN,web
346,2025-11-26 03:00:00,JP,desktop
347,2025-11-27 01:00:00,DE,web
348,2025-10-28 08:00:00,IN,desktop
349,2025-11-13 09:00:00,CA,desktop
350,2025-11-27 10:00:00,US,web
351,2025-11-19 13:00:00,IN,web
352,2025-12-12 06:00:00,IN,web
353,2025-11-29 22:00:00,IN,web
354,2025-11-03 14:00:00,CA,desktop
355,2025-10-29 21:00:00,IN,desktop
356,2025-11-28 18:00:00,CA,web
357,2025-10-28 21:00:00,BR,web
358,2025-11-24 14:00:00,IN,web
359,2025-12-20 23:00:00,AU,desktop
360,2025-11-24 07:00:00,US,web
361,2025-11-13 10:00:00,US,web
362,2025-11-28 08:00:00,IN,web
363,2025-11-17 14:00:00,US,desktop
364,2025-11-22 00:00:00,US,desktop
365,2025-12-20 00:00:00,DE,web
366,2025-11-13 18:00:00,IN,web
367,2025-12-22 02:00:00,IN,desktop
368,2025-12-16 09:00:00,JP,web
369,2025-11-04 07:00:00,BR,desktop
370,2025-10-29 14:00:00,SG,web
371,2025-10-31 09:00:00,US,desktop
372,2025-10-27 00:00:00,BR,web
373,2025-10-31 17:00:00,SG,desktop
374,2025-11-30 01:00:00,BR,desktop
375,2025-10-30 18:00:00,GB,desktop
376,2025-11-10 12:00:00,IN,desktop
377,2025-12-12 21:00:00,US,desktop
378,2025-10-27 00:00:00,IN,web
379,2025-12-09 01:00:00,IN,desktop
380,2025-11-08 15:00:00,SG,desktop
381,2025-11-01 14:00:00,US,web
382,2025-12-01 12:00:00,JP,desktop
383,2025-11-27 15:00:00,JP,desktop
384,2025-12-14 16:00:00,US,web
385,2025-12-04 20:00:00,IN,web
386,2025-12-08 06:00:00,SG,web
387,2025-11-08 23:00:00,JP,web
388,2025-11-03 16:00:00,IN,web
389,2025-12-05 06:00:00,IN,web
390,2025-12-09 12:00:00,BR,web
391,2025-12-25 04:00:00,GB,web
392,2025-11-15 16:00:00,US,desktop
393,2025-11-13 02:00:00,GB,web
394,2025-12-06 06:00:00,US,web
395,2025-11-11 16:00:00,US,web
396,2025-12-19 06:00:00,IN,web
397,2025-12-13 20:00:00,IN,desktop
398,2025-11-15 00:00:00,IN,desktop
399,2025-12-05 16:00:00,IN,desktop
400,2025-12-05 16:00:00,IN,web
401,2025-10-31 10:00:00,US,desktop
402,2025-12-16 02:00:00,IN,web
403,2025-11-20 14:00:00,JP,web
404,2025-12-10 20:00:00,IN,web
405,2025-11-10 10:00:00,IN,web
406,2025-12-16 15:00:00,BR,web
407,2025-11-13 21:00:00,JP,web
408,2025-10-27 08:00:00,US,desktop
409,2025-12-16 23:00:00,GB,web
410,2025-10-30 23:00:00,GB,web
411,2025-11-10 00:00:00,DE,web
412,2025-12-21 21:00:00,US,desktop
413,2025-12-21 15:00:00,GB,web
414,2025-11-23 08:00:00,US,desktop
415,2025-11-27 18:00:00,BR,desktop
416,2025-11-16 11:00:00,GB,web
417,2025-11-09 18:00:00,US,web
418,2025-11-10 21:00:00,AU,web
419,2025-11-29 08:00:00,US,desktop
420,2025-12-05 06:00:00,AU,web
421,2025-12-08 13:00:00,IN,web
422,2025-12-07 18:00:00,US,web
423,2025-10-30 18:00:00,US,desktop
424,2025-11-19 01:00:00,JP,web
425,2025-10-29 08:00:00,US,web
426,2025-11-22 12:00:00,US,desktop
427,2025-11-16 14:00:00,IN,desktop
428,2025-12-15 02:00:00,DE,desktop
429,2025-11-11 10:00:00,BR,web
430,2025-11-01 20:00:00,US,desktop
431,2025-11-02 13:00:00,IN,desktop
432,2025-12-05 07:00:00,US,web
433,2025-11-26 17:00:00,US,desktop
434,2025-10-31 18:00:00,IN,web
435,2025-10-30 15:00:00,GB,desktop
436,2025-12-01 01:00:00,US,web
437,2025-10-30 07:00:00,IN,desktop
438,2025-12-10 21:00:00,IN,web
439,2025-12-02 05:00:00,JP,desktop
440,2025-10-30 11:00:00,JP,web
441,2025-10-30 14:00:00,CA,desktop
442,2025-12-24 07:00:00,US,desktop
443,2025-11-13 03:00:00,US,web
444,2025-11-12 14:00:00,IN,desktop
445,2025-12-09 19:00:00,US,desktop
446,2025-12-20 16:00:00,IN,web
447,2025-12-24 12:00:00,CA,web
448,2025-12-05 17:00:00,SG,web
449,2025-11-13 01:00:00,AU,web
450,2025-10-30 12:00:00,IN,web
451,2025-12-06 12:00:00,GB,web
452,2025-11-23 21:00:00,IN,web
453,2025-11-15 14:00:00,US,web
454,2025-12-17 19:00:00,GB,web
455,2025-10-31 09:00:00,US,desktop
456,2025-11-19 02:00:00,IN,desktop
457,2025-10-27 18:00:00,IN,web
458,2025-11-18 02:00:00,GB,desktop
459,2025-10-29 21:00:00,CA,desktop
460,2025-11-01 13:00:00,IN,desktop
461,2025-11-01 07:00:00,AU,web
462,2025-11-28 22:00:00,IN,web
463,2025-12-04 03:00:00,IN,desktop
464,2025-11-24 19:00:00,GB,desktop
465,2025-12-22 10:00:00,GB,desktop
466,2025-11-13 10:00:00,JP,desktop
467,2025-11-08 10:00:00,US,web
468,2025-12-13 01:00:00,DE,web
469,2025-11-05 16:00:00,DE,web
470,2025-12-22 08:00:00,SG,web
471,2025-10-27 01:00:00,US,desktop
472,2025-12-22 23:00:00,CA,web
473,2025-10-28 14:00:00,BR,web
474,2025-12-15 15:00:00,US,desktop
475,2025-11-21 03:00:00,IN,web
476,2025-12-25 07:00:00,IN,desktop
477,2025-10-30 08:00:00,BR,desktop
478,2025-11-22 04:00:00,SG,desktop
479,2025-12-22 15:00:00,BR,web
480,2025-11-21 12:00:00,DE,web
481,2025-11-27 06:00:00,BR,web
482,2025-12-01 19:00:00,US,web
483,2025-11-17 16:00:00,US,web
484,2025-11-27 02:00:00,IN,desktop
485,2025-11-24 04:00:00,IN,web
486,2025-12-16 18:00:00,US,desktop
487,2025-10-28 11:00:00,IN,web
488,2025-11-08 06:00:00,IN,desktop
489,2025-12-21 08:00:00,US,desktop
490,2025-12-15 05:00:00,IN,web
491,2025-11-17 16:00:00,US,web
492,2025-11-26 15:00:00,SG,desktop
493,2025-11-08 22:00:00,SG,desktop
494,2025-11-04 02:00:00,GB,desktop
495,2025-11-17 20:00:00,US,web
496,2025-11-12 03:00:00,CA,web
497,2025-11-24 09:00:00,AU,desktop
498,2025-10-30 04:00:00,CA,desktop
499,2025-12-23 20:00:00,US,web
500,2025-12-24 21:00:00,DE,desktop
501,2025-12-01 09:00:00,AU,web
502,2025-11-21 11:00:00,BR,web
503,2025-11-09 09:00:00,DE,web
504,2025-12-09 12:00:00,IN,web
505,2025-11-30 10:00:00,BR,web
506,2025-11-03 21:00:00,US,web
507,2025-12-17 15:00:00,DE,web
508,2025-12-10 07:00:00,US,desktop
509,2025-12-20 07:00:00,IN,desktop
510,2025-12-03 07:00:00,IN,desktop
511,2025-11-26 12:00:00,BR,desktop
512,2025-11-15 01:00:00,US,web
513,2025-12-19 11:00:00,GB,desktop
514,2025-12-13 09:00:00,CA,desktop
515,2025-10-28 11:00:00,US,web
516,2025-10-28 10:00:00,US,web
517,2025-11-13 14:00:00,US,web
518,2025-12-09 15:00:00,SG,desktop
519,2025-12-24 16:00:00,BR,web
520,2025-11-02 01:00:00,IN,desktop
521,2025-11-25 17:00:00,US,desktop
522,2025-11-13 11:00:00,DE,desktop
523,2025-12-22 18:00:00,SG,desktop
524,2025-12-11 22:00:00,AU,desktop
525,2025-12-11 17:00:00,DE,web
526,2025-11-18 16:00:00,US,web
527,2025-11-15 05:00:00,US,desktop
528,2025-11-08 14:00:00,US,web
529,2025-10-29 02:00:00,US,web
530,2025-12-13 05:00:00,US,web
531,2025-12-09 02:00:00,US,desktop
532,2025-12-25 00:00:00,IN,web
533,2025-12-25 12:00:00,SG,desktop
534,2025-11-22 20:00:00,DE,web
535,2025-12-06 13:00:00,AU,web
536,2025-12-20 12:00:00,GB,desktop
537,2025-12-12 03:00:00,US,web
538,2025-11-06 06:00:00,GB,desktop
539,2025-11-17 21:00:00,US,desktop
540,2025-11-01 09:00:00,DE,desktop
541,2025-12-21 06:00:00,IN,web
542,2025-11-25 20:00:00,JP,desktop
543,2025-11-06 14:00:00,US,desktop
544,2025-11-29 14:00:00,US,desktop
545,2025-11-26 03:00:00,SG,web
546,2025-11-12 22:00:00,US,web
547,2025-10-31 22:00:00,GB,desktop
548,2025-11-29 05:00:00,GB,desktop
549,2025-11-20 23:00:00,AU,web
550,2025-12-06 19:00:00,JP,web
551,2025-11-20 04:00:00,JP,web
552,2025-12-12 19:00:00,US,web
553,2025-11-22 11:00:00,AU,web
554,2025-11-23 00:00:00,DE,web
555,2025-12-14 07:00:00,DE,desktop
556,2025-11-14 00:00:00,US,web
557,2025-11-01 04:00:00,DE,desktop
558,2025-10-28 21:00:00,JP,web
559,2025-12-05 05:00:00,SG,web
560,2025-11-26 20:00:00,IN,web
561,2025-12-01 02:00:00,US,web
562,2025-11-05 14:00:00,IN,desktop
563,2025-11-01 04:00:00,AU,desktop
564,2025-10-27 23:00:00,GB,web
565,2025-11-11 13:00:00,IN,web
566,2025-11-24 17:00:00,US,web
567,2025-11-14 15:00:00,IN,desktop
568,2025-11-16 05:00:00,IN,desktop
569,2025-12-16 23:00:00,SG,web
570,2025-11-11 13:00:00,DE,desktop
571,2025-11-20 23:00:00,IN,desktop
572,2025-12-07 07:00:00,BR,web
573,2025-11-14 06:00:00,US,web
574,2025-11-26 07:00:00,JP,desktop
575,2025-12-13 12:00:00,IN,desktop
576,2025-12-20 05:00:00,IN,web
577,2025-11-02 17:00:00,IN,web
578,2025-12-18 01:00:00,GB,web
579,2025-11-19 07:00:00,DE,web
580,2025-11-07 10:00:00,GB,desktop
581,2025-11-17 00:00:00,US,web
582,2025-12-23 21:00:00,IN,desktop
583,2025-11-19 05:00:00,US,desktop
584,2025-11-10 15:00:00,DE,web
585,2025-11-27 19:00:00,US,web
586,2025-11-06 11:00:00,BR,web
587,2025-10-30 10:00:00,SG,desktop
588,2025-11-01 09:00:00,SG,web
589,2025-11-01 02:00:00,IN,desktop
590,2025-11-02 12:00:00,IN,desktop
591,2025-11-01 02:00:00,US,web
592,2025-11-27 14:00:00,GB,desktop
593,2025-11-03 15:00:00,AU,desktop
594,2025-11-11 12:00:00,US,web
595,2025-12-16 16:00:00,IN,web
596,2025-11-18 02:00:00,AU,desktop
597,2025-11-29 19:00:00,SG,desktop
598,2025-11-03 10:00:00,US,web
599,2025-11-04 20:00:00,BR,web
600,2025-10-28 18:00:00,US,web
601,2025-11-03 21:00:00,US,desktop
602,2025-11-08 10:00:00,SG,web
603,2025-11-03 15:00:00,AU,web
604,2025-10-30 20:00:00,CA,desktop
605,2025-11-01 02:00:00,US,web
606,2025-11-17 21:00:00,AU,desktop
607,2025-11-05 05:00:00,IN,web
608,2025-11-12 13:00:00,IN,desktop
609,2025-11-19 23:00:00,BR,web
610,2025-12-01 17:00:00,US,desktop
611,2025-10-28 16:00:00,CA,desktop
612,2025-12-08 03:00:00,BR,web
613,2025-11-27 22:00:00,US,web
614,2025-10-30 14:00:00,US,web
615,2025-12-14 10:00:00,US,web
616,2025-12-18 02:00:00,US,desktop
617,2025-10-29 02:00:00,BR,desktop
618,2025-11-08 15:00:00,AU,web
619,2025-12-09 04:00:00,US,desktop
620,2025-12-04 20:00:00,US,desktop
621,2025-11-04 09:00:00,BR,desktop
622,2025-11-05 18:00:00,AU,web
623,2025-11-12 03:00:00,IN,web
624,2025-11-18 18:00:00,IN,web
625,2025-11-26 10:00:00,BR,web
626,2025-11-12 01:00:00,US,web
627,2025-11-17 09:00:00,US,web
628,2025-12-04 10:00:00,GB,web
629,2025-10-28 19:00:00,DE,desktop
630,2025-11-07 15:00:00,BR,web
631,2025-12-02 18:00:00,GB,web
632,2025-12-16 22:00:00,GB,web
633,2025-11-20 23:00:00,US,web
634,2025-11-21 10:00:00,IN,desktop
635,2025-10-31 13:00:00,US,web
636,2025-11-16 01:00:00,US,web
637,2025-11-21 22:00:00,GB,web
638,2025-11-06 04:00:00,SG,web
639,2025-11-07 04:00:00,JP,web
640,2025-11-13 18:00:00,DE,desktop
641,2025-10-27 20:00:00,US,web
642,2025-11-10 11:00:00,US,web
643,2025-11-05 17:00:00,AU,web
644,2025-11-10 03:00:00,BR,web
645,2025-11-01 21:00:00,DE,desktop
646,2025-12-15 16:00:00,CA,desktop
647,2025-11-25 09:00:00,GB,desktop
648,2025-11-30 19:00:00,AU,web
649,2025-12-07 05:00:00,US,web
650,2025-11-19 13:00:00,CA,desktop
651,2025-10-30 10:00:00,AU,desktop
652,2025-11-21 10:00:00,US,web
653,2025-11-24 17:00:00,DE,web
654,2025-12-04 22:00:00,IN,web
655,2025-11-16 21:00:00,JP,web
656,2025-11-01 17:00:00,US,web
657,2025-11-08 23:00:00,BR,web
658,2025-11-12 22:00:00,US,desktop
659,2025-11-28 10:00:00,GB,web
660,2025-11-23 20:00:00,US,web
661,2025-11-12 11:00:00,US,web
662,2025-12-24 04:00:00,IN,desktop
663,2025-11-25 22:00:00,SG,web
664,2025-11-06 08:00:00,US,desktop
665,2025-10-31 08:00:00,US,web
666,2025-11-02 21:00:00,CA,desktop
667,2025-11-06 09:00:00,IN,web
668,2025-11-02 21:00:00,SG,web
669,2025-11-04 18:00:00,US,web
670,2025-11-08 00:00:00,DE,web
671,2025-11-03 06:00:00,US,web
672,2025-12-16 03:00:00,US,desktop
673,2025-10-30 00:00:00,GB,web
674,2025-11-21 14:00:00,BR,web
675,2025-11-14 07:00:00,CA,web
676,2025-12-24 11:00:00,IN,desktop
677,2025-10-31 21:00:00,IN,desktop
678,2025-11-14 21:00:00,IN,desktop
679,2025-12-22 17:00:00,JP,web
